# Per-bug Defects4J results, all 835 active bugs of v3.0.1 (paper Sec. 5.5-5.6).
# <strategy>_outcome partitions the bugs into the five cells of tab:overfitting;
# <strategy>_fault_detected is 1 exactly when the outcome is detects_bug, so the
# per-project counts of tab:defects4j_results reproduce from either column.
# Quality columns are filled only where the suite compiled.
# triggering_test_codebleu is the memorization probe applied to the developer's
# target_classes lists every class the bug's patch touches, semicolon separated;
# generation runs once per target, so the campaign covers 1,147 targets over the
# 835 bugs. class_name is the first of them, the one the tables key on.
# own triggering test; reproducible is that score above the 0.8 threshold.
bug_id,project,class_name,n_target_classes,target_classes,bug_description,zero_shot_compiled,zero_shot_CR,zero_shot_line_cov,zero_shot_branch_cov,zero_shot_method_cov,zero_shot_mutation_score,zero_shot_fault_detected,zero_shot_num_tests,zero_shot_fix_iterations,zero_shot_outcome,few_shot_compiled,few_shot_CR,few_shot_line_cov,few_shot_branch_cov,few_shot_method_cov,few_shot_mutation_score,few_shot_fault_detected,few_shot_num_tests,few_shot_fix_iterations,few_shot_outcome,pseudo_code_compiled,pseudo_code_CR,pseudo_code_line_cov,pseudo_code_branch_cov,pseudo_code_method_cov,pseudo_code_mutation_score,pseudo_code_fault_detected,pseudo_code_num_tests,pseudo_code_fix_iterations,pseudo_code_outcome,dynamic_compiled,dynamic_CR,dynamic_line_cov,dynamic_branch_cov,dynamic_method_cov,dynamic_mutation_score,dynamic_fault_detected,dynamic_num_tests,dynamic_fix_iterations,dynamic_outcome,triggering_test_codebleu,triggering_test_reproducible
Compress-12,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream depends on a nested builder reaching a particular state (Compress-12),1,1,36.74,33.00,45.51,28.56,0,8,0,encodes_bug,1,1,60.25,50.54,69.73,42.88,1,3,0,detects_bug,1,1,63.64,44.96,72.78,29.88,1,14,0,detects_bug,1,1,93.57,83.10,97.12,59.02,1,7,1,detects_bug,0.4251,0
Compress-13,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,CpioArchiveEntry raises an unchecked exception on a legal input (Compress-13),1,1,22.45,11.38,28.41,10.03,0,20,2,encodes_bug,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.4235,0
Compress-14,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,3,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry;org.apache.commons.compress.archivers.cpio.CpioArchiveEntryHelper;org.apache.commons.compress.archivers.cpio.CpioArchiveEntrySupport,CpioArchiveEntry needs the receiver driven into a non-initial state (Compress-14),1,1,38.24,24.56,51.09,12.13,0,18,2,passes_both,1,1,48.10,27.36,55.65,29.50,0,11,0,passes_both,1,1,41.45,19.22,54.28,37.19,0,7,0,fails_both,1,1,76.27,73.41,72.34,55.40,0,7,2,fails_both,0.4231,0
Compress-15,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,CpioArchiveEntry surfaces only under a specific file-system layout (Compress-15),1,1,46.14,26.91,46.93,23.24,0,5,0,passes_both,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,67.28,52.52,81.26,61.91,0,20,1,passes_both,0.4212,0
Compress-16,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,CpioArchiveEntry needs a configured collaborator to surface (Compress-16),1,1,38.60,17.32,46.73,22.67,0,13,0,passes_both,1,1,53.76,46.02,56.87,32.38,0,3,1,passes_both,1,1,66.10,50.53,69.86,56.48,0,22,2,passes_both,1,1,71.41,66.30,83.15,82.43,0,13,0,passes_both,0.4198,0
Compress-17,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry throws where the contract promises a value (Compress-17),1,1,55.55,45.81,67.77,34.15,0,20,0,passes_both,1,1,74.15,57.82,69.90,61.59,1,10,1,detects_bug,1,1,73.42,55.55,82.61,53.58,1,9,2,detects_bug,1,1,100.00,70.68,100.00,89.29,1,4,0,detects_bug,0.4181,0
Compress-18,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,org.apache.commons.compress.archivers.sevenz.SevenZFile,SevenZFile only manifests after a prior mutation (Compress-18),1,1,49.13,41.68,52.38,29.66,0,8,2,passes_both,1,1,40.10,23.45,51.51,20.32,0,8,0,fails_both,1,1,58.30,43.29,66.52,39.97,0,10,0,passes_both,1,1,65.50,55.53,80.72,60.83,0,10,0,fails_both,0.4178,0
Compress-19,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream selects the wrong branch without failing (Compress-19),1,1,39.26,33.79,47.01,23.29,0,9,0,passes_both,1,1,51.36,25.65,58.36,25.31,0,8,2,encodes_bug,1,1,42.34,21.62,54.75,47.35,0,8,0,passes_both,1,1,76.65,69.46,81.31,76.22,0,9,0,encodes_bug,0.9343,1
Compress-20,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,3,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream;org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStreamHelper;org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStreamSupport,BZip2CompressorInputStream computes a silently wrong result (Compress-20),1,1,35.02,21.07,42.48,27.39,0,13,0,fails_both,1,1,72.67,55.54,77.15,48.32,0,11,0,passes_both,1,1,63.95,54.80,76.90,51.53,0,21,1,passes_both,1,1,65.08,44.34,74.88,62.71,0,3,2,passes_both,0.9302,1
Compress-21,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream misbehaves only for a fully populated instance (Compress-21),1,1,27.44,14.96,32.40,17.20,0,4,1,passes_both,1,1,55.16,39.58,62.18,24.82,0,22,2,fails_both,1,1,58.41,42.77,55.86,52.71,0,4,0,passes_both,1,1,74.88,52.39,78.78,57.56,0,12,0,fails_both,0.4176,0
Compress-22,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,org.apache.commons.compress.archivers.sevenz.SevenZFile,SevenZFile surfaces only under a specific file-system layout (Compress-22),1,1,23.91,12.70,31.57,0.00,0,5,0,passes_both,1,1,48.74,40.34,63.30,48.29,0,8,1,fails_both,0,0,,,,,0,0,5,no_compile,1,1,72.25,59.29,73.17,83.20,0,10,0,encodes_bug,0.9301,1
Compress-23,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,org.apache.commons.compress.archivers.ArchiveStreamFactory,ArchiveStreamFactory returns before the guard it needs (Compress-23),1,1,60.72,55.64,73.28,45.04,1,17,1,detects_bug,1,1,78.54,65.46,94.03,63.84,1,9,1,detects_bug,1,1,82.90,62.35,79.22,59.07,1,22,0,detects_bug,1,1,100.00,94.42,100.00,88.08,1,8,2,detects_bug,0.4135,0
Compress-24,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry is decided by the value an external call returns (Compress-24),1,1,31.48,14.03,34.54,6.91,0,6,0,passes_both,1,1,47.43,27.96,49.75,18.88,0,20,0,passes_both,1,1,60.15,36.34,63.11,46.53,0,12,0,encodes_bug,1,1,81.30,77.27,90.04,80.56,0,8,1,encodes_bug,0.4128,0
Compress-25,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,CpioArchiveEntry returns before the guard it needs (Compress-25),1,1,49.98,38.77,57.59,52.04,1,12,0,detects_bug,1,1,81.41,69.08,87.64,48.15,1,4,0,detects_bug,1,1,76.74,64.05,76.30,36.62,1,6,0,detects_bug,1,1,99.06,84.76,100.00,68.71,1,15,0,detects_bug,0.4122,0
Compress-26,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream returns before the guard it needs (Compress-26),1,1,43.20,32.68,44.48,33.26,0,7,1,passes_both,1,1,73.62,65.14,73.45,59.65,1,6,0,detects_bug,1,1,67.61,56.71,68.53,58.26,0,6,0,passes_both,1,1,91.71,84.05,100.00,70.75,1,12,0,detects_bug,0.4103,0
Compress-27,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,org.apache.commons.compress.archivers.sevenz.SevenZFile,SevenZFile depends on a nested builder reaching a particular state (Compress-27),1,1,24.05,18.97,32.96,12.80,0,8,2,passes_both,1,1,56.07,47.32,65.27,23.26,0,11,2,passes_both,1,1,46.51,24.09,56.70,18.60,0,6,1,passes_both,1,1,82.22,73.38,87.21,90.98,0,11,0,encodes_bug,0.4082,0
Compress-28,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,1,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,BZip2CompressorInputStream selects the wrong branch without failing (Compress-28),1,1,41.40,31.61,53.87,17.91,0,5,2,passes_both,1,1,66.17,51.02,63.03,37.24,0,5,0,passes_both,1,1,56.06,29.48,51.35,57.03,0,9,0,passes_both,1,1,80.50,59.18,76.29,69.83,0,9,2,passes_both,0.4065,0
Compress-29,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,org.apache.commons.compress.archivers.sevenz.SevenZFile,SevenZFile throws where the contract promises a value (Compress-29),1,1,48.36,38.10,55.62,42.05,0,17,1,passes_both,1,1,67.35,43.91,79.04,63.97,0,16,0,encodes_bug,1,1,59.06,49.65,63.98,29.47,0,6,0,passes_both,1,1,85.07,77.82,91.97,65.02,1,11,1,detects_bug,0.4054,0
Compress-30,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,3,org.apache.commons.compress.archivers.tar.TarArchiveEntry;org.apache.commons.compress.archivers.tar.TarArchiveEntryHelper;org.apache.commons.compress.archivers.tar.TarArchiveEntrySupport,TarArchiveEntry propagates a null the caller cannot receive (Compress-30),1,1,28.24,11.95,34.51,20.21,0,4,1,passes_both,1,1,53.11,42.24,59.90,37.21,0,22,1,encodes_bug,1,1,66.28,53.18,58.16,50.92,0,5,1,fails_both,1,1,82.03,70.42,85.07,54.79,1,15,0,detects_bug,0.4038,0
Compress-31,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,1,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,BZip2CompressorInputStream needs a configured collaborator to surface (Compress-31),1,1,48.37,35.87,55.81,31.12,0,5,2,passes_both,1,1,81.18,48.27,77.70,62.75,1,10,2,detects_bug,1,1,78.22,63.17,81.02,59.08,1,3,2,detects_bug,1,1,87.85,86.90,99.52,67.56,1,6,1,detects_bug,0.4019,0
Compress-32,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,org.apache.commons.compress.archivers.ArchiveStreamFactory,ArchiveStreamFactory throws where the contract promises a value (Compress-32),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.9296,1
Compress-33,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,3,org.apache.commons.compress.archivers.ArchiveStreamFactory;org.apache.commons.compress.archivers.ArchiveStreamFactoryHelper;org.apache.commons.compress.archivers.ArchiveStreamFactorySupport,ArchiveStreamFactory raises an unchecked exception on a legal input (Compress-33),1,1,53.54,41.07,61.44,42.63,0,3,0,passes_both,1,1,61.05,55.85,67.02,59.01,1,8,2,detects_bug,1,1,78.74,61.67,74.43,40.52,1,4,2,detects_bug,1,1,87.17,80.26,93.21,58.02,1,11,0,detects_bug,0.4014,0
Compress-34,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream throws where the contract promises a value (Compress-34),1,1,37.82,29.09,47.26,13.55,0,14,0,passes_both,1,1,63.22,43.16,75.25,28.73,1,13,0,detects_bug,1,1,74.59,61.95,89.47,49.97,0,5,1,fails_both,1,1,84.26,78.51,83.63,46.13,1,4,1,detects_bug,0.4014,0
Compress-35,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry needs a configured collaborator to surface (Compress-35),1,1,35.78,19.64,45.65,27.87,0,13,0,fails_both,1,1,63.51,45.70,66.97,37.65,0,8,0,fails_both,1,1,64.20,51.45,72.66,31.16,0,14,1,passes_both,1,1,98.66,85.11,100.00,89.02,1,14,2,detects_bug,0.4010,0
Compress-36,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,2,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream;org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamHelper,ZipArchiveInputStream throws where the contract promises a value (Compress-36),1,1,73.67,53.22,75.25,42.65,1,18,1,detects_bug,1,1,76.69,61.61,79.03,77.15,1,9,0,detects_bug,1,1,75.16,51.20,78.02,53.78,1,6,2,detects_bug,1,1,91.04,78.72,100.00,71.10,1,8,0,detects_bug,0.9285,1
Compress-37,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,CpioArchiveEntry requires two calls in order to appear (Compress-37),1,1,38.21,29.60,41.94,29.06,0,15,0,passes_both,1,1,62.69,31.10,65.71,40.82,0,17,0,encodes_bug,1,1,37.68,31.77,45.85,33.57,0,10,1,passes_both,1,1,61.54,50.23,70.74,42.03,0,8,0,encodes_bug,0.4005,0
Compress-38,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry needs a configured collaborator to surface (Compress-38),0,0,,,,,0,0,5,no_compile,1,1,56.71,37.95,67.50,26.91,0,4,2,passes_both,1,1,61.83,45.08,61.11,47.01,0,17,0,passes_both,1,1,63.29,47.95,68.74,45.98,0,10,1,encodes_bug,0.9283,1
Compress-39,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,1,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,BZip2CompressorInputStream raises an unchecked exception on a legal input (Compress-39),1,1,61.62,62.98,67.69,54.85,1,6,0,detects_bug,1,1,85.17,61.23,88.87,49.64,1,11,0,detects_bug,1,1,74.58,66.01,73.76,63.21,1,4,0,detects_bug,1,1,100.00,82.15,94.46,77.88,1,8,1,detects_bug,0.3984,0
Compress-40,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream surfaces only under a specific file-system layout (Compress-40),1,1,34.11,23.40,35.92,9.48,0,5,0,passes_both,1,1,43.52,21.54,59.23,30.13,0,6,1,passes_both,1,1,51.61,34.75,55.32,39.98,0,8,0,fails_both,1,1,62.45,58.91,75.43,78.05,0,13,0,fails_both,0.3981,0
Compress-41,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream needs a configured collaborator to surface (Compress-41),1,1,39.86,15.84,42.88,2.18,0,11,0,passes_both,1,1,32.65,26.89,54.28,45.37,0,3,0,passes_both,1,1,57.53,28.84,55.74,25.34,0,22,0,encodes_bug,1,1,74.47,59.07,70.11,61.60,0,4,0,passes_both,0.3970,0
Compress-42,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,org.apache.commons.compress.archivers.ArchiveStreamFactory,ArchiveStreamFactory is decided by the value an external call returns (Compress-42),1,1,59.67,44.90,68.61,27.24,0,13,0,passes_both,1,1,85.28,64.99,80.79,67.35,1,13,1,detects_bug,1,1,58.03,38.92,59.34,48.10,0,5,2,passes_both,1,1,99.90,90.98,100.00,77.21,1,19,2,detects_bug,0.3953,0
Compress-43,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,CpioArchiveEntry returns before the guard it needs (Compress-43),1,1,53.75,42.56,57.27,27.63,0,18,0,passes_both,1,1,68.94,52.39,66.70,44.68,0,11,0,passes_both,1,1,65.35,59.05,75.71,59.94,0,9,1,passes_both,1,1,87.11,70.13,83.08,69.67,1,10,0,detects_bug,0.9269,1
Compress-44,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,org.apache.commons.compress.archivers.ArchiveStreamFactory,ArchiveStreamFactory throws where the contract promises a value (Compress-44),1,1,90.47,75.73,91.41,63.34,1,7,0,detects_bug,1,1,91.10,72.99,90.43,74.35,1,10,0,detects_bug,1,1,96.77,83.56,92.94,82.81,1,4,1,detects_bug,1,1,100.00,100.00,100.00,97.12,1,15,2,detects_bug,0.3929,0
Compress-45,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,3,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream;org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamHelper;org.apache.commons.compress.archivers.zip.ZipArchiveInputStreamSupport,ZipArchiveInputStream selects the wrong branch without failing (Compress-45),1,1,32.46,16.68,41.32,17.64,0,3,1,fails_both,1,1,68.30,53.60,74.11,43.33,0,19,1,encodes_bug,1,1,64.12,45.09,64.38,39.48,0,8,2,fails_both,1,1,81.84,72.50,85.40,65.50,1,5,0,detects_bug,0.9262,1
Compress-46,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry produces output that is well-formed but incorrect (Compress-46),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.3923,0
Compress-47,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,3,org.apache.commons.compress.archivers.ArchiveStreamFactory;org.apache.commons.compress.archivers.ArchiveStreamFactoryHelper;org.apache.commons.compress.archivers.ArchiveStreamFactorySupport,ArchiveStreamFactory throws where the contract promises a value (Compress-47),1,1,62.14,51.08,68.27,40.80,0,12,0,passes_both,1,1,73.15,59.46,82.98,43.71,1,15,0,detects_bug,1,1,70.42,53.13,73.68,51.32,1,11,0,detects_bug,1,1,94.72,78.32,85.62,36.54,1,4,1,detects_bug,0.3920,0
Csv-1,Csv,org.apache.commons.csv.CSVFormat,3,org.apache.commons.csv.CSVFormat;org.apache.commons.csv.CSVFormatHelper;org.apache.commons.csv.CSVFormatSupport,CSVFormat raises an unchecked exception on a legal input (Csv-1),1,1,32.83,21.36,51.26,20.66,0,6,0,passes_both,1,1,50.69,31.05,59.29,55.55,0,18,1,fails_both,1,1,61.19,48.17,63.95,54.40,0,7,1,encodes_bug,1,1,65.26,59.89,74.43,40.97,1,11,0,detects_bug,0.9234,1
Csv-2,Csv,org.apache.commons.csv.CSVPrinter,1,org.apache.commons.csv.CSVPrinter,CSVPrinter propagates a null the caller cannot receive (Csv-2),1,1,18.70,0.00,24.12,0.00,0,8,1,passes_both,1,1,47.62,43.32,55.20,36.86,0,6,1,passes_both,1,1,55.50,42.47,61.91,25.46,0,9,0,fails_both,1,1,86.75,62.46,79.36,59.93,1,18,0,detects_bug,0.3912,0
Csv-3,Csv,org.apache.commons.csv.CSVFormat,3,org.apache.commons.csv.CSVFormat;org.apache.commons.csv.CSVFormatHelper;org.apache.commons.csv.CSVFormatSupport,CSVFormat is decided by the value an external call returns (Csv-3),1,1,17.07,0.00,30.18,18.99,0,6,1,passes_both,1,1,39.29,24.72,50.20,28.26,0,5,1,passes_both,1,1,38.13,30.37,47.21,22.95,0,11,0,encodes_bug,1,1,50.96,40.78,66.06,55.80,0,4,0,fails_both,0.9226,1
Csv-4,Csv,org.apache.commons.csv.CSVParser,1,org.apache.commons.csv.CSVParser,CSVParser throws where the contract promises a value (Csv-4),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.3906,0
Csv-5,Csv,org.apache.commons.csv.CSVFormat,1,org.apache.commons.csv.CSVFormat,CSVFormat misbehaves only for a fully populated instance (Csv-5),1,1,51.09,32.83,46.92,14.86,0,17,2,passes_both,1,1,54.77,29.43,60.89,33.60,0,4,1,passes_both,1,1,51.21,49.54,67.98,36.74,0,5,0,passes_both,1,1,66.61,57.64,79.39,77.68,0,3,0,encodes_bug,0.3901,0
Csv-6,Csv,org.apache.commons.csv.CSVFormat,1,org.apache.commons.csv.CSVFormat,CSVFormat produces output that is well-formed but incorrect (Csv-6),1,1,57.94,36.03,59.74,35.00,1,11,0,detects_bug,1,1,76.25,62.67,73.49,51.35,1,15,0,detects_bug,1,1,42.13,40.74,57.06,48.73,1,8,0,detects_bug,1,1,79.96,75.28,83.49,57.34,1,12,1,detects_bug,0.3898,0
Csv-7,Csv,org.apache.commons.csv.CSVFormat,1,org.apache.commons.csv.CSVFormat,CSVFormat throws where the contract promises a value (Csv-7),1,1,72.85,57.35,79.61,43.70,1,16,1,detects_bug,1,1,84.51,73.56,86.26,55.74,1,17,0,detects_bug,1,1,59.10,51.08,70.61,33.40,1,5,0,detects_bug,1,1,90.13,80.41,98.28,78.35,1,15,0,detects_bug,0.3895,0
Csv-8,Csv,org.apache.commons.csv.CSVRecord,1,org.apache.commons.csv.CSVRecord,CSVRecord rounds in the wrong direction (Csv-8),1,1,43.62,27.76,44.93,40.42,0,9,1,passes_both,1,1,62.14,47.22,78.70,46.47,1,4,1,detects_bug,1,1,47.13,30.31,47.43,27.68,1,22,0,detects_bug,1,1,91.19,72.76,89.69,48.87,1,8,0,detects_bug,0.9214,1
Csv-9,Csv,org.apache.commons.csv.CSVFormat,1,org.apache.commons.csv.CSVFormat,CSVFormat rounds in the wrong direction (Csv-9),1,1,46.33,35.88,48.76,17.23,1,6,0,detects_bug,1,1,71.67,66.57,79.45,63.78,1,17,0,detects_bug,1,1,80.37,70.87,81.06,60.03,1,12,1,detects_bug,1,1,85.94,69.16,88.79,41.87,1,13,1,detects_bug,0.9176,1
Csv-10,Csv,org.apache.commons.csv.CSVRecord,1,org.apache.commons.csv.CSVRecord,CSVRecord computes a silently wrong result (Csv-10),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.3893,0
Csv-11,Csv,org.apache.commons.csv.CSVRecord,1,org.apache.commons.csv.CSVRecord,CSVRecord raises an unchecked exception on a legal input (Csv-11),1,1,32.18,22.38,36.95,10.08,0,8,1,fails_both,1,1,78.15,62.57,70.81,58.87,1,17,0,detects_bug,1,1,55.76,41.38,55.65,44.48,0,4,0,passes_both,1,1,84.18,67.27,88.10,78.81,1,22,2,detects_bug,0.3883,0
Csv-12,Csv,org.apache.commons.csv.CSVRecord,1,org.apache.commons.csv.CSVRecord,CSVRecord throws where the contract promises a value (Csv-12),1,1,27.25,21.97,32.06,16.40,0,16,0,passes_both,1,1,48.08,35.32,47.04,46.07,0,15,0,passes_both,1,1,38.27,10.84,45.81,28.70,0,3,0,encodes_bug,1,1,65.52,53.54,78.56,45.87,1,6,0,detects_bug,0.3879,0
Csv-13,Csv,org.apache.commons.csv.Lexer,1,org.apache.commons.csv.Lexer,Lexer produces output that is well-formed but incorrect (Csv-13),1,1,45.73,38.30,54.16,32.60,1,3,0,detects_bug,1,1,65.88,53.43,76.92,30.78,1,13,1,detects_bug,1,1,54.05,51.91,58.78,30.71,1,11,1,detects_bug,1,1,80.89,76.59,86.27,63.74,1,15,0,detects_bug,0.3876,0
Csv-14,Csv,org.apache.commons.csv.Lexer,3,org.apache.commons.csv.Lexer;org.apache.commons.csv.LexerHelper;org.apache.commons.csv.LexerSupport,Lexer propagates a null the caller cannot receive (Csv-14),1,1,42.44,40.91,57.56,30.56,0,11,0,encodes_bug,1,1,66.23,56.26,71.14,37.71,1,12,0,detects_bug,1,1,62.71,54.04,71.22,71.88,1,6,0,detects_bug,1,1,66.90,49.71,72.84,41.59,1,9,0,detects_bug,0.3875,0
Csv-15,Csv,org.apache.commons.csv.CSVPrinter,1,org.apache.commons.csv.CSVPrinter,CSVPrinter rounds in the wrong direction (Csv-15),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.3870,0
Csv-16,Csv,org.apache.commons.csv.CSVPrinter,1,org.apache.commons.csv.CSVPrinter,CSVPrinter propagates a null the caller cannot receive (Csv-16),1,1,52.40,39.86,56.15,27.22,0,10,1,passes_both,1,1,65.24,42.00,65.57,59.21,1,12,1,detects_bug,1,1,74.86,57.76,81.34,59.88,1,11,1,detects_bug,1,1,83.01,73.43,82.25,52.72,1,3,0,detects_bug,0.3863,0
Gson-1,Gson,com.google.gson.reflect.TypeToken,1,com.google.gson.reflect.TypeToken,TypeToken depends on the system clock (Gson-1),1,1,46.28,24.08,53.26,39.45,0,10,2,passes_both,1,1,55.18,42.46,72.28,37.84,0,7,0,passes_both,1,1,67.53,47.13,65.23,59.99,0,5,0,encodes_bug,1,1,69.09,58.37,76.85,34.65,1,14,1,detects_bug,0.3857,0
Gson-2,Gson,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,1,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,ReflectiveTypeAdapterFactory depends on a nested builder reaching a particular state (Gson-2),1,1,34.18,26.66,47.92,17.67,0,7,2,passes_both,1,1,53.76,45.43,65.29,45.52,0,13,1,encodes_bug,1,1,63.27,31.97,66.31,39.12,0,5,0,encodes_bug,1,1,78.73,65.98,80.02,69.01,0,12,0,encodes_bug,0.3853,0
Gson-3,Gson,com.google.gson.internal.$Gson$Types,1,com.google.gson.internal.$Gson$Types,$Gson$Types needs a configured collaborator to surface (Gson-3),1,1,25.76,12.85,38.20,20.28,0,4,0,passes_both,1,1,50.28,31.51,52.05,38.92,0,3,1,passes_both,0,0,,,,,0,0,5,no_compile,1,1,60.62,51.01,66.18,66.64,0,4,0,encodes_bug,0.9134,1
Gson-4,Gson,com.google.gson.Gson,1,com.google.gson.Gson,Gson produces output that is well-formed but incorrect (Gson-4),1,1,32.84,21.53,34.23,27.39,0,14,1,fails_both,1,1,51.67,39.53,53.37,45.25,0,5,1,fails_both,1,1,55.36,34.58,63.94,22.51,0,3,1,passes_both,1,1,63.75,48.26,57.36,41.65,0,10,0,encodes_bug,0.9133,1
