# RQ7 -- the budget-normalised control arms, per class (tab:rq7_controls).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,loc,cyclomatic_complexity,arm,llm_calls,tokens,compiled_initially,mutation_score
s_1195,316,18,b-rag,1,8611,1,80.25
s_1196,386,14,b-rag,1,12557,1,60.36
s_1197,840,37,b-rag,1,7213,1,82.99
s_1198,335,20,b-rag,1,7957,1,63.86
s_1199,551,20,b-rag,1,6935,1,89.57
s_1200,911,43,b-rag,1,7701,1,68.03
s_1201,481,49,b-rag,1,5852,1,61.88
s_1202,669,31,b-rag,1,5317,0,
s_1203,3033,87,b-rag,1,8079,1,60.08
s_1204,527,25,b-rag,1,4916,0,
s_1205,281,16,b-rag,1,14048,1,60.41
s_1206,121,6,b-rag,1,5264,1,80.68
s_1207,231,12,b-rag,1,5255,1,74.99
s_1208,1612,97,b-rag,1,8590,1,60.94
s_1209,1526,65,b-rag,1,9194,1,58.33
s_1210,340,29,b-rag,1,9229,0,
s_1211,97,6,b-rag,1,11048,1,61.68
s_1212,906,35,b-rag,1,9574,1,62.03
s_1213,862,74,b-rag,1,13532,1,50.89
s_1214,390,23,b-rag,1,7487,1,58.66
s_1215,283,18,b-rag,1,7984,1,65.33
s_1216,2959,150,b-rag,1,9247,0,
s_1217,247,17,b-rag,1,9159,1,71.98
s_1218,180,14,b-rag,1,13979,1,65.78
s_1219,835,45,b-rag,1,6237,1,67.38
s_1220,1104,62,b-rag,1,6907,0,
s_1221,1770,77,b-rag,1,9053,1,61.30
s_1222,563,24,b-rag,1,9274,1,58.89
s_1223,499,18,b-rag,1,7139,1,62.25
s_1224,1816,112,b-rag,1,5669,0,
s_1225,1776,84,b-rag,1,3654,1,67.10
s_1226,1591,77,b-rag,1,16378,0,
s_1227,493,24,b-rag,1,9373,1,70.27
s_1228,738,30,b-rag,1,9291,1,70.56
s_1229,981,43,b-rag,1,9230,1,51.70
s_1230,575,25,b-rag,1,19699,1,71.56
s_1231,1358,88,b-rag,1,7886,1,82.20
s_1232,575,24,b-rag,1,14989,1,64.12
s_1233,1617,72,b-rag,1,12442,0,
s_1234,226,15,b-rag,1,3458,0,
s_1235,470,34,b-rag,1,17106,1,79.34
s_1236,1245,47,b-rag,1,13192,1,61.85
s_1237,255,33,b-rag,1,10341,1,65.84
s_1238,511,24,b-rag,1,10470,1,57.61
s_1239,1969,118,b-rag,1,6818,0,
s_1240,1491,56,b-rag,1,8565,1,69.92
s_1241,505,37,b-rag,1,17476,0,
s_1242,362,25,b-rag,1,12117,1,92.00
s_1243,1514,60,b-rag,1,10831,0,
s_1244,465,20,b-rag,1,10378,1,76.69
s_1245,749,55,b-rag,1,7007,1,61.45
s_1246,670,38,b-rag,1,8543,1,71.56
s_1247,171,12,b-rag,1,8350,1,78.90
s_1248,585,41,b-rag,1,13132,1,46.12
s_1249,803,30,b-rag,1,10653,0,
s_1250,664,39,b-rag,1,6313,0,
s_1251,652,27,b-rag,1,11524,1,69.67
s_1252,541,50,b-rag,1,10937,1,81.35
s_1253,5499,217,b-rag,1,9553,0,
s_1254,2775,141,b-rag,1,7176,1,54.33
s_1255,1074,80,b-rag,1,10126,1,53.21
s_1256,442,38,b-rag,1,16287,1,69.88
s_1257,272,17,b-rag,1,8780,1,68.31
s_1258,2470,90,b-rag,1,11040,1,74.30
s_1259,797,42,b-rag,1,10156,1,62.12
s_1260,491,29,b-rag,1,9393,1,63.54
s_1261,298,22,b-rag,1,9656,1,71.72
s_1262,313,12,b-rag,1,6236,0,
s_1263,1025,52,b-rag,1,8931,1,70.70
s_1264,42,4,b-rag,1,6038,1,92.12
s_1265,354,29,b-rag,1,6555,1,72.18
s_1266,648,39,b-rag,1,8643,1,71.86
s_1267,972,51,b-rag,1,13886,1,82.04
s_1268,1440,59,b-rag,1,6845,1,73.20
s_1269,1005,73,b-rag,1,10108,1,67.33
s_1270,392,23,b-rag,1,9004,1,80.63
s_1271,617,48,b-rag,1,9606,0,
s_1272,577,28,b-rag,1,9948,1,77.72
s_1273,324,38,b-rag,1,8817,1,64.17
s_1274,672,69,b-rag,1,21390,1,66.39
s_1275,4408,128,b-rag,1,14264,0,
s_1276,622,46,b-rag,1,8198,1,54.45
s_1277,1430,54,b-rag,1,7753,1,50.10
s_1278,2033,101,b-rag,1,5410,0,
s_1279,302,21,b-rag,1,10609,1,85.74
s_1280,947,27,b-rag,1,7192,1,65.93
s_1281,4335,202,b-rag,1,9256,0,
s_1282,678,48,b-rag,1,7970,0,
s_1283,549,23,b-rag,1,5751,1,68.68
s_1284,634,27,b-rag,1,8793,1,58.96
s_1285,947,65,b-rag,1,5885,0,
s_1286,415,26,b-rag,1,8802,1,73.94
s_1287,127,7,b-rag,1,8255,1,78.85
s_1288,264,15,b-rag,1,17476,1,74.43
s_1289,761,35,b-rag,1,4220,1,90.29
s_1290,1038,52,b-rag,1,9074,1,61.30
s_1291,961,40,b-rag,1,12837,1,56.94
s_1292,66,5,b-rag,1,3702,1,70.39
s_1293,809,44,b-rag,1,6427,0,
s_1294,948,49,b-rag,1,8494,1,75.14
s_1295,2911,115,b-rag,1,12823,1,65.75
s_1296,428,22,b-rag,1,7572,1,79.10
s_1297,381,24,b-rag,1,14721,1,72.58
s_1298,2705,65,b-rag,1,9361,0,
s_1299,886,74,b-rag,1,14387,1,59.30
s_1300,1191,77,b-rag,1,10281,0,
s_1301,463,23,b-rag,1,4312,1,75.94
s_1302,987,47,b-rag,1,5109,0,
s_1303,1152,55,b-rag,1,8638,0,
s_1304,237,17,b-rag,1,8865,1,75.68
s_1305,249,13,b-rag,1,9398,1,93.22
s_1306,1099,74,b-rag,1,11135,0,
s_1307,2037,69,b-rag,1,8007,1,84.31
s_1308,491,43,b-rag,1,12304,1,69.66
s_1309,1945,173,b-rag,1,4386,0,
s_1310,1600,49,b-rag,1,18705,0,
s_1311,1408,56,b-rag,1,7773,1,61.53
s_1312,489,26,b-rag,1,10137,1,73.32
s_1313,262,20,b-rag,1,9403,1,65.10
s_1314,232,14,b-rag,1,7937,1,57.48
s_1315,203,15,b-rag,1,11220,1,82.79
s_1316,1170,50,b-rag,1,8723,0,
s_1317,1244,56,b-rag,1,9522,1,53.11
s_1318,243,25,b-rag,1,7266,1,52.19
s_1319,1459,107,b-rag,1,9706,1,70.15
s_1320,1197,58,b-rag,1,16987,0,
s_1321,578,19,b-rag,1,12006,1,42.58
s_1322,410,23,b-rag,1,7961,1,82.69
s_1323,1330,45,b-rag,1,8947,1,93.46
s_1324,872,45,b-rag,1,17165,1,75.45
s_1325,784,63,b-rag,1,8474,1,36.68
s_1326,1251,42,b-rag,1,8233,1,70.72
s_1327,87,3,b-rag,1,15989,1,86.06
s_1328,219,8,b-rag,1,4939,0,
s_1329,304,15,b-rag,1,8614,1,81.37
s_1330,1174,46,b-rag,1,10621,1,74.87
s_1331,947,52,b-rag,1,8141,1,64.83
s_1332,1030,28,b-rag,1,9619,0,
s_1333,107,4,b-rag,1,8185,1,74.80
s_1334,156,7,b-rag,1,9428,1,72.90
s_1335,85,4,b-rag,1,8586,1,75.81
s_1336,2409,91,b-rag,1,6383,1,56.38
s_1337,1154,103,b-rag,1,7759,1,75.44
s_1338,115,13,b-rag,1,6732,1,75.63
s_1339,127,12,b-rag,1,8509,1,72.02
s_1340,148,25,b-rag,1,7792,1,58.42
s_1341,304,11,b-rag,1,9093,1,63.26
s_1342,886,39,b-rag,1,10498,1,60.12
s_1343,364,32,b-rag,1,12416,1,70.36
s_1344,1807,102,b-rag,1,11000,1,71.61
s_1345,416,21,b-rag,1,7784,1,61.49
s_1346,1332,67,b-rag,1,8540,0,
s_1347,332,30,b-rag,1,9489,1,71.46
s_1348,171,17,b-rag,1,12483,1,57.00
s_1349,579,21,b-rag,1,8841,1,76.15
s_1350,367,14,b-rag,1,9372,1,59.46
s_1351,2275,68,b-rag,1,12530,1,64.80
s_1352,1246,52,b-rag,1,13564,0,
s_1353,1015,51,b-rag,1,6053,1,61.73
s_1354,252,10,b-rag,1,10126,1,66.91
s_1355,655,30,b-rag,1,8964,1,57.00
s_1356,250,23,b-rag,1,6089,1,94.48
s_1357,780,61,b-rag,1,10622,1,74.64
s_1358,674,30,b-rag,1,8099,1,63.02
s_1359,763,35,b-rag,1,7435,1,58.64
s_1360,642,27,b-rag,1,10914,1,70.80
s_1361,254,23,b-rag,1,7559,1,65.59
s_1362,628,28,b-rag,1,6199,1,82.04
s_1363,1121,63,b-rag,1,9471,0,
s_1364,2737,117,b-rag,1,9833,1,67.90
s_1365,1207,44,b-rag,1,6365,0,
s_1366,1617,64,b-rag,1,10325,0,
s_1367,616,24,b-rag,1,5303,1,43.22
s_1368,506,22,b-rag,1,8900,1,57.33
s_1369,955,71,b-rag,1,15509,1,77.30
s_1370,865,40,b-rag,1,9571,1,63.10
s_1371,4652,229,b-rag,1,13860,0,
s_1372,698,66,b-rag,1,11515,1,68.25
s_1373,650,33,b-rag,1,6711,1,82.88
s_1374,2230,121,b-rag,1,9778,1,58.70
s_1375,1318,70,b-rag,1,13077,0,
s_1376,464,27,b-rag,1,9118,1,80.40
s_1377,808,45,b-rag,1,10274,0,
s_1378,551,16,b-rag,1,9211,1,72.42
s_1379,864,33,b-rag,1,16176,0,
s_1380,583,16,b-rag,1,5831,1,77.63
s_1381,1133,31,b-rag,1,12036,1,78.08
s_1382,1307,85,b-rag,1,11852,0,
s_1383,1151,48,b-rag,1,13736,1,68.22
s_1384,884,29,b-rag,1,7975,1,60.03
s_1385,1385,49,b-rag,1,11132,0,
s_1386,5662,404,b-rag,1,5937,0,
s_1387,369,24,b-rag,1,14547,1,67.42
s_1388,1289,60,b-rag,1,4659,1,55.07
s_1389,1340,70,b-rag,1,10265,1,56.01
s_1390,593,50,b-rag,1,12475,1,67.30
s_1391,405,22,b-rag,1,12544,1,66.68
s_1392,498,40,b-rag,1,5692,1,65.60
s_1393,950,30,b-rag,1,7786,1,72.86
s_1394,388,11,b-rag,1,10536,1,74.89
s_1395,1144,45,b-rag,1,10174,1,58.49
s_1396,857,53,b-rag,1,10306,0,
s_1397,1898,122,b-rag,1,11946,0,
s_1398,466,37,b-rag,1,11205,1,67.99
s_1399,226,19,b-rag,1,4647,1,73.94
s_1400,2306,118,b-rag,1,4018,1,54.52
s_1401,427,22,b-rag,1,10569,1,76.70
s_1402,403,22,b-rag,1,12720,1,84.62
s_1403,701,53,b-rag,1,11093,1,56.50
s_1404,1056,39,b-rag,1,9374,0,
s_1405,325,23,b-rag,1,5822,1,81.53
s_1406,936,60,b-rag,1,9609,1,66.21
s_1407,1333,42,b-rag,1,7948,0,
s_1408,2100,38,b-rag,1,11135,1,66.40
s_1409,797,49,b-rag,1,15338,0,
s_1410,938,38,b-rag,1,10556,1,73.69
s_1411,464,27,b-rag,1,12625,1,75.49
s_1412,188,9,b-rag,1,9052,1,80.66
s_1413,1766,70,b-rag,1,3914,1,67.81
s_1414,502,38,b-rag,1,10105,1,81.74
s_1415,1192,42,b-rag,1,8094,1,60.02
s_1416,1213,39,b-rag,1,13719,1,79.36
s_1417,680,37,b-rag,1,7269,1,67.86
s_1418,564,29,b-rag,1,11704,1,73.97
s_1419,1364,78,b-rag,1,8170,1,74.41
s_1420,738,58,b-rag,1,8044,0,
s_1421,1963,126,b-rag,1,9773,1,65.61
s_1422,1317,85,b-rag,1,8745,1,72.18
s_1423,672,32,b-rag,1,12797,1,64.44
s_1424,394,29,b-rag,1,11648,0,
s_1425,167,10,b-rag,1,11725,1,80.93
s_1426,1124,43,b-rag,1,14135,0,
s_1427,1170,39,b-rag,1,5855,1,73.89
s_1428,388,17,b-rag,1,11269,1,50.44
s_1429,231,19,b-rag,1,5429,1,58.83
s_1430,3395,146,b-rag,1,8634,1,63.36
s_1431,926,49,b-rag,1,6933,0,
s_1432,1279,53,b-rag,1,8370,1,67.73
s_1433,423,41,b-rag,1,5202,1,74.87
s_1434,482,38,b-rag,1,9120,1,85.31
s_1435,1028,78,b-rag,1,12206,0,
s_1436,3201,151,b-rag,1,8075,1,74.87
s_1437,295,20,b-rag,1,5666,1,65.22
s_1438,912,44,b-rag,1,10969,1,53.26
s_1439,146,16,b-rag,1,9894,1,65.31
s_1440,687,38,b-rag,1,10424,1,68.63
s_1441,396,26,b-rag,1,5625,0,
s_1442,847,39,b-rag,1,3236,0,
s_1443,371,14,b-rag,1,8285,1,66.33
s_1444,411,26,b-rag,1,23354,1,88.68
s_1445,1015,57,b-rag,1,5186,1,61.97
s_1446,175,11,b-rag,1,6414,1,100.00
s_1447,597,42,b-rag,1,7740,1,78.03
s_1448,377,31,b-rag,1,15304,0,
s_1449,2663,83,b-rag,1,5369,0,
s_1450,3852,200,b-rag,1,11732,0,
s_1451,1139,54,b-rag,1,5411,0,
s_1452,899,56,b-rag,1,9543,1,71.61
s_1453,754,43,b-rag,1,9539,1,56.18
s_1454,1944,91,b-rag,1,12205,1,62.07
s_1455,573,24,b-rag,1,9445,1,91.83
s_1456,2556,79,b-rag,1,10276,0,
s_1457,360,18,b-rag,1,12436,0,
s_1458,166,11,b-rag,1,7457,1,65.10
s_1459,420,21,b-rag,1,6433,1,70.99
s_1460,151,8,b-rag,1,11801,1,37.85
s_1461,545,22,b-rag,1,7212,1,42.08
s_1462,131,8,b-rag,1,7292,1,78.54
s_1463,874,43,b-rag,1,7635,1,75.01
s_1464,1111,42,b-rag,1,13203,0,
s_1465,691,57,b-rag,1,8579,1,61.15
s_1466,657,26,b-rag,1,9914,0,
s_1467,905,59,b-rag,1,10143,1,68.66
s_1468,1932,83,b-rag,1,9589,1,88.17
s_1469,525,27,b-rag,1,6569,0,
s_1470,339,19,b-rag,1,13243,1,63.05
s_1471,1255,65,b-rag,1,13746,1,84.98
s_1472,3111,107,b-rag,1,9993,0,
s_1473,1183,76,b-rag,1,5226,1,54.55
s_1474,717,28,b-rag,1,11032,0,
s_1475,4506,118,b-rag,1,8755,0,
s_1476,613,37,b-rag,1,9179,1,86.21
s_1477,433,20,b-rag,1,6699,1,67.22
s_1478,2843,148,b-rag,1,10596,0,
s_1479,1208,63,b-rag,1,11672,1,63.76
s_1480,318,13,b-rag,1,4586,1,90.86
s_1481,80,10,b-rag,1,10547,1,72.48
s_1482,1887,111,b-rag,1,10470,1,68.44
s_1483,967,66,b-rag,1,5676,1,64.97
s_1484,337,22,b-rag,1,7752,1,82.31
s_1485,2375,108,b-rag,1,11904,1,70.07
s_1486,964,69,b-rag,1,7988,0,
s_1487,904,36,b-rag,1,10544,0,
s_1488,955,44,b-rag,1,15764,1,35.02
s_1489,275,18,b-rag,1,9340,1,51.43
s_1490,257,13,b-rag,1,8434,1,71.51
s_1491,248,15,b-rag,1,11598,1,62.31
s_1492,2758,153,b-rag,1,14552,1,82.74
s_1493,552,20,b-rag,1,7723,1,89.04
s_1494,2271,84,b-rag,1,8568,0,
s_1495,1595,30,b-rag,1,10715,1,79.23
s_1496,590,59,b-rag,1,11565,1,57.01
s_1497,1289,49,b-rag,1,16404,1,57.42
s_1498,504,23,b-rag,1,9007,0,
s_1499,650,18,b-rag,1,11562,0,
s_1500,1488,101,b-rag,1,6359,1,60.43
s_1501,788,25,b-rag,1,4103,0,
s_1502,487,42,b-rag,1,9299,1,71.24
s_1503,2131,140,b-rag,1,10244,1,64.22
s_1504,531,16,b-rag,1,7107,1,43.72
s_1505,629,31,b-rag,1,5886,0,
s_1506,860,36,b-rag,1,9643,1,68.03
s_1507,472,28,b-rag,1,13232,1,68.25
s_1508,733,50,b-rag,1,11738,1,70.28
s_1509,282,8,b-rag,1,7737,0,
s_1510,287,11,b-rag,1,11263,1,69.15
s_1511,2487,77,b-rag,1,6149,1,86.30
s_1512,1020,40,b-rag,1,4175,1,66.57
s_1513,809,41,b-rag,1,9086,0,
s_1514,257,18,b-rag,1,7573,1,82.74
s_1515,577,33,b-rag,1,8478,1,80.76
s_1516,759,61,b-rag,1,6653,1,57.39
s_1517,803,35,b-rag,1,10375,0,
s_1518,554,31,b-rag,1,10034,1,77.75
s_1519,1704,111,b-rag,1,8732,1,69.57
s_1520,151,13,b-rag,1,6331,1,63.10
s_1521,1357,91,b-rag,1,8814,1,59.87
s_1522,148,11,b-rag,1,9120,0,
s_1523,552,27,b-rag,1,11004,1,91.18
s_1524,825,38,b-rag,1,10730,1,84.14
s_1525,1525,53,b-rag,1,6053,1,56.57
s_1526,790,54,b-rag,1,7503,1,70.64
s_1527,709,38,b-rag,1,11657,1,74.84
s_1528,544,38,b-rag,1,8064,1,81.17
s_1529,367,25,b-rag,1,6947,1,65.26
s_1530,614,27,b-rag,1,5222,1,67.01
s_1531,2583,204,b-rag,1,14162,1,43.70
s_1532,464,20,b-rag,1,4793,1,100.00
s_1533,300,21,b-rag,1,6106,1,83.03
s_1534,5635,321,b-rag,1,8139,0,
s_1535,952,35,b-rag,1,8446,0,
s_1536,481,27,b-rag,1,7304,1,49.43
s_1537,205,17,b-rag,1,18098,1,78.11
s_1538,1823,94,b-rag,1,5173,1,64.56
s_1539,641,32,b-rag,1,13171,1,69.29
s_1540,993,58,b-rag,1,7470,1,70.23
s_1541,2260,114,b-rag,1,9720,1,74.49
s_1542,271,15,b-rag,1,8841,1,89.25
s_1543,1936,94,b-rag,1,10239,1,77.45
s_1544,506,26,b-rag,1,8063,1,64.46
s_1545,1203,47,b-rag,1,10414,0,
s_1546,749,25,b-rag,1,7645,1,70.66
s_1547,935,50,b-rag,1,4185,1,63.86
s_1548,821,36,b-rag,1,11788,1,59.30
s_1549,455,18,b-rag,1,11654,1,68.08
s_1550,2397,58,b-rag,1,7596,1,45.82
s_1551,138,7,b-rag,1,6438,1,67.69
s_1552,93,7,b-rag,1,7563,1,81.14
s_1553,1004,73,b-rag,1,9114,0,
s_1554,2798,108,b-rag,1,10075,1,60.67
s_1555,861,29,b-rag,1,13212,1,71.20
s_1556,1007,59,b-rag,1,7174,1,57.02
s_1557,846,48,b-rag,1,8260,0,
s_1558,732,46,b-rag,1,19816,1,75.02
s_1559,1189,49,b-rag,1,6488,1,54.79
s_1560,555,38,b-rag,1,10286,1,52.31
s_1561,1650,75,b-rag,1,8582,0,
s_1562,574,21,b-rag,1,5686,1,77.89
s_1563,865,26,b-rag,1,7664,1,68.44
s_1564,695,39,b-rag,1,11285,1,71.17
s_1565,1358,50,b-rag,1,10186,0,
s_1566,1890,73,b-rag,1,14257,1,65.09
s_1567,346,18,b-rag,1,6098,1,60.01
s_1568,190,15,b-rag,1,9875,1,77.92
s_1569,606,29,b-rag,1,10820,1,55.71
s_1570,658,31,b-rag,1,6322,1,58.35
s_1571,97,9,b-rag,1,9887,1,80.63
s_1572,552,45,b-rag,1,8343,0,
s_1573,202,21,b-rag,1,10803,0,
s_1574,852,32,b-rag,1,10890,1,70.30
s_1575,858,56,b-rag,1,6923,1,51.81
s_1576,591,36,b-rag,1,9095,0,
s_1577,692,32,b-rag,1,7428,1,70.27
s_1578,840,44,b-rag,1,11433,1,68.41
s_1579,974,57,b-rag,1,8160,1,94.18
s_1580,1385,84,b-rag,1,8996,1,64.90
s_1581,1253,73,b-rag,1,5229,1,52.39
s_1582,722,44,b-rag,1,14191,1,59.05
s_1583,1759,131,b-rag,1,5601,0,
s_1584,586,49,b-rag,1,8578,1,73.38
s_1585,228,17,b-rag,1,4964,1,67.38
s_1586,1032,40,b-rag,1,10265,0,
s_1587,486,19,b-rag,1,5711,1,64.44
s_1588,303,17,b-rag,1,9991,1,83.21
s_1589,1933,50,b-rag,1,11044,1,64.47
s_1590,164,12,b-rag,1,6433,0,
s_1591,57,7,b-rag,1,10435,1,76.76
s_1592,4287,253,b-rag,1,5860,1,43.91
s_1593,877,56,b-rag,1,7814,0,
s_1594,478,49,b-rag,1,9063,1,60.81
s_1595,1002,44,b-rag,1,11978,1,55.93
s_1596,666,36,b-rag,1,14586,0,
s_1597,2256,141,b-rag,1,8950,0,
s_1598,569,50,b-rag,1,14658,1,68.22
s_1599,488,25,b-rag,1,8732,1,62.51
s_1600,1057,56,b-rag,1,8119,1,57.29
s_1601,1337,62,b-rag,1,8539,1,72.56
s_1602,748,28,b-rag,1,21717,1,74.49
s_1603,316,14,b-rag,1,9328,1,64.37
s_1604,184,26,b-rag,1,8152,1,73.65
s_1605,808,42,b-rag,1,6103,0,
s_1606,521,59,b-rag,1,5386,1,59.03
s_1607,327,25,b-rag,1,10963,1,74.45
s_1608,408,20,b-rag,1,16542,1,62.58
s_1609,805,37,b-rag,1,9104,1,50.38
s_1610,789,50,b-rag,1,8060,1,53.25
s_1611,1212,52,b-rag,1,10891,1,46.38
s_1612,276,10,b-rag,1,9205,1,77.93
s_1613,3385,86,b-rag,1,10975,0,
s_1614,1237,56,b-rag,1,9466,1,82.51
s_1615,1313,132,b-rag,1,6819,0,
s_1616,489,29,b-rag,1,7745,0,
s_1617,828,62,b-rag,1,6827,1,42.38
s_1618,108,7,b-rag,1,7547,1,79.47
s_1619,1322,62,b-rag,1,6622,0,
s_1620,976,61,b-rag,1,5349,0,
s_1621,1371,72,b-rag,1,11864,0,
s_1622,9918,362,b-rag,1,9825,0,
s_1623,1159,99,b-rag,1,6842,1,81.30
s_1624,3231,219,b-rag,1,5410,0,
s_1625,862,41,b-rag,1,15575,1,93.66
s_1626,189,15,b-rag,1,10008,1,73.96
s_1627,414,13,b-rag,1,7737,1,66.99
s_1628,1196,103,b-rag,1,11466,1,68.00
s_1629,672,42,b-rag,1,7606,1,67.22
s_1630,392,24,b-rag,1,7811,1,79.24
s_1631,223,17,b-rag,1,12155,1,93.73
s_1632,325,15,b-rag,1,10700,1,53.12
s_1633,608,30,b-rag,1,9657,1,81.84
s_1634,689,53,b-rag,1,7639,0,
s_1635,3504,163,b-rag,1,10048,1,53.78
s_1636,104,8,b-rag,1,14065,1,54.64
s_1637,389,13,b-rag,1,5095,1,70.47
s_1638,690,25,b-rag,1,8619,1,76.07
s_1639,1379,71,b-rag,1,8201,0,
s_1640,713,31,b-rag,1,7359,1,92.48
s_1641,554,18,b-rag,1,7083,1,89.93
s_1642,1048,61,b-rag,1,7480,0,
s_1643,727,35,b-rag,1,5293,1,76.09
s_1644,1763,104,b-rag,1,11136,0,
s_1645,2937,123,b-rag,1,13197,0,
s_1646,2838,155,b-rag,1,9403,1,70.01
s_1647,1844,116,b-rag,1,11593,1,68.04
s_1648,215,8,b-rag,1,10767,1,62.81
s_1649,1029,50,b-rag,1,7438,1,69.07
s_1650,789,32,b-rag,1,6193,1,59.98
s_1651,3991,181,b-rag,1,4665,0,
s_1652,1105,44,b-rag,1,12598,1,67.59
s_1653,330,29,b-rag,1,7096,1,71.32
s_1654,1689,88,b-rag,1,7770,0,
s_1655,454,20,b-rag,1,9618,0,
s_1656,242,25,b-rag,1,13547,1,56.24
s_1657,289,22,b-rag,1,8658,1,59.50
s_1658,1589,129,b-rag,1,11443,1,66.13
s_1659,320,11,b-rag,1,10511,1,71.41
s_1660,817,30,b-rag,1,5148,1,71.34
s_1661,1664,42,b-rag,1,7141,0,
s_1662,243,12,b-rag,1,7177,1,73.87
s_1663,497,27,b-rag,1,8253,1,66.69
s_1664,1623,75,b-rag,1,5638,0,
s_1665,296,18,b-rag,1,12968,1,75.53
s_1666,447,27,b-rag,1,10676,1,66.91
s_1667,77,4,b-rag,1,6002,1,76.31
s_1668,406,13,b-rag,1,14908,1,66.44
s_1669,659,49,b-rag,1,13363,0,
s_1670,461,16,b-rag,1,9242,1,64.51
s_1671,678,36,b-rag,1,6624,1,91.77
s_1672,1467,47,b-rag,1,14269,1,76.87
s_1673,113,8,b-rag,1,12273,1,85.87
s_1674,541,49,b-rag,1,10680,0,
s_1675,706,41,b-rag,1,8075,1,45.85
s_1676,2132,99,b-rag,1,8266,0,
s_1677,461,35,b-rag,1,8136,0,
s_1678,1097,47,b-rag,1,14173,1,54.03
s_1679,501,35,b-rag,1,8746,1,68.72
s_1680,238,9,b-rag,1,7856,0,
s_1681,1775,85,b-rag,1,10503,0,
s_1682,503,24,b-rag,1,7446,1,49.04
s_1683,199,20,b-rag,1,11668,1,79.11
s_1684,84,6,b-rag,1,8403,1,73.50
s_1685,5446,175,b-rag,1,8234,0,
s_1686,847,49,b-rag,1,10661,1,55.61
s_1687,293,14,b-rag,1,8249,1,89.05
s_1688,1119,57,b-rag,1,9304,1,69.46
s_1689,1243,73,b-rag,1,8064,0,
s_1690,11670,389,b-rag,1,7899,1,46.48
s_1691,350,20,b-rag,1,9425,1,85.97
s_1692,187,16,b-rag,1,5842,1,77.48
s_1693,553,48,b-rag,1,10674,1,66.94
s_1694,1665,65,b-rag,1,8488,1,75.54
s_1695,1268,77,b-rag,1,11958,0,
s_1696,917,44,b-rag,1,12352,1,78.34
s_1697,1710,73,b-rag,1,12965,1,63.92
s_1698,390,24,b-rag,1,10247,1,73.87
s_1699,267,19,b-rag,1,11139,1,74.86
s_1700,597,24,b-rag,1,8400,1,99.82
s_1701,463,30,b-rag,1,5545,1,70.16
s_1702,795,46,b-rag,1,16666,1,72.22
s_1703,789,49,b-rag,1,12569,1,70.69
s_1704,429,18,b-rag,1,11871,1,78.36
s_1705,941,71,b-rag,1,14833,0,
s_1706,1643,56,b-rag,1,10785,0,
s_1707,82,6,b-rag,1,7883,1,82.64
s_1708,889,59,b-rag,1,9519,0,
s_1709,47,4,b-rag,1,4771,1,100.00
s_1710,1772,70,b-rag,1,8905,0,
s_1711,2152,113,b-rag,1,5638,1,60.06
s_1712,1066,73,b-rag,1,6290,1,63.70
s_1713,1387,63,b-rag,1,7062,0,
s_1714,737,63,b-rag,1,11827,1,54.92
s_1715,680,51,b-rag,1,12542,1,73.14
s_1716,4354,113,b-rag,1,6684,0,
s_1717,318,34,b-rag,1,11595,1,71.78
s_1718,898,52,b-rag,1,8771,1,49.49
s_1719,367,17,b-rag,1,7289,1,83.07
s_1720,284,14,b-rag,1,6653,0,
s_1721,380,13,b-rag,1,9074,0,
s_1722,243,17,b-rag,1,7160,1,74.38
s_1723,549,41,b-rag,1,10987,1,67.88
s_1724,1987,107,b-rag,1,4966,0,
s_1725,1503,83,b-rag,1,13684,0,
s_1726,2343,125,b-rag,1,11066,0,
s_1727,443,16,b-rag,1,6913,1,66.19
s_1728,456,14,b-rag,1,11390,1,35.00
s_1729,1273,37,b-rag,1,7636,1,45.03
s_1730,977,42,b-rag,1,6875,1,66.65
s_1731,8444,367,b-rag,1,6822,1,66.73
s_1732,565,29,b-rag,1,15509,1,73.65
s_1733,253,21,b-rag,1,8107,0,
s_1734,276,15,b-rag,1,6930,1,69.54
s_1735,676,48,b-rag,1,8398,1,68.41
s_1736,793,42,b-rag,1,8274,1,59.81
s_1737,1376,70,b-rag,1,12038,0,
s_1738,621,19,b-rag,1,6481,1,67.22
s_1739,593,23,b-rag,1,13023,1,79.45
s_1740,1054,41,b-rag,1,14020,1,66.75
s_1741,359,18,b-rag,1,8671,1,63.53
s_1742,385,25,b-rag,1,11424,1,57.26
s_1743,359,19,b-rag,1,6441,1,59.71
s_1744,2804,69,b-rag,1,18750,0,
s_1745,684,19,b-rag,1,9670,1,50.37
s_1746,757,61,b-rag,1,8122,1,54.83
s_1747,317,30,b-rag,1,8157,1,55.00
s_1748,999,44,b-rag,1,14955,0,
s_1749,2216,72,b-rag,1,11218,0,
s_1750,1058,61,b-rag,1,8905,1,70.18
s_1751,129,13,b-rag,1,10298,1,69.62
s_1752,399,18,b-rag,1,8863,0,
s_1753,1635,96,b-rag,1,9690,1,59.98
s_1754,258,14,b-rag,1,12516,1,70.81
